log2FoldChange padj pval genes gene_type
1776 -0.84174725973176 0.0255083346125416 0.00372395751767351 SLC26A2 downregulated
1777 -0.502132481376548 0.0255083346125416 0.00372305262216582 LOC100506207 downregulated
1778 -0.360718826969151 0.0255083346125416 0.00372453867490528 HECTD1 downregulated
1779 -0.651589881314891 0.0255083346125416 0.00372459231421759 RSL24D1 downregulated
1780 -0.429333822761263 0.0255833426185409 0.00373858104270385 PARN downregulated
1781 -0.578884331790708 0.0255883445298247 0.00374050475204076 ZKSCAN1 downregulated
1782 -0.304913511851487 0.0255935421858636 0.00374245755078796 AGPAT1 downregulated
1783 -0.445069287240567 0.0256213043402165 0.00374890571593435 NBN downregulated
1784 -0.490696557222447 0.0257225996483008 0.00376492625253646 RAB2B downregulated
1785 -0.297435248363331 0.0257489723528241 0.00377238708362122 EXOC3 downregulated
1786 -0.665888569752224 0.0257489723528241 0.00377214147029377 NCOA7 downregulated
1787 -0.405651656827626 0.0257489723528241 0.00377084625631108 SRR downregulated
1788 -0.606072545938924 0.0257646425350808 0.00377822168464883 POP7 downregulated
1789 -0.309591001969645 0.0257893668886661 0.00378792220510823 RAB5B downregulated
1790 -0.318872822688316 0.0257893668886661 0.00378636689797482 PRPF8 downregulated
1791 -0.53664809847707 0.0258283552445684 0.00379686172243076 RAB40B downregulated
1792 -0.533589503863033 0.025833731186365 0.00380166360673818 CPT2 downregulated
1793 -0.395923713943335 0.0258656656649352 0.00380756873956394 ITPA downregulated
1794 -0.510839238905279 0.0258982132038122 0.00381598153811823 RTF1 downregulated
1795 -0.38613650200568 0.0259358016440516 0.00382272897955956 E2F6 downregulated
1796 -0.698016955082491 0.0260466057408254 0.00384148886234893 PDE4B downregulated
1797 -0.358505227966324 0.0260568160648777 0.00384420933414152 WAC-AS1 downregulated
1798 -0.421359565526935 0.0261063955851225 0.003853957713051 CCNDBP1 downregulated
1799 -1.60079513472945 0.0261154152039316 0.00386022609695632 GPR37 downregulated
1800 -0.406748383501437 0.0261154152039316 0.00386137589273626 SAAL1 downregulated
1801 -1.06256017788477 0.026238701978366 0.00388327407734639 NRN1 downregulated
1802 -0.385601055807613 0.0263065861507518 0.00389577328116992 OSER1 downregulated
1803 -0.343621682583311 0.0263414138223092 0.00390215881822116 PACRGL downregulated
1804 -0.38570518048332 0.0263451584564569 0.00390394158080811 BCAP31 downregulated
1805 -0.722002535563684 0.0263588834524751 0.00390966145274674 GLRX2 downregulated
1806 -1.36226357107723 0.0265126564953103 0.00393864896520551 RASGRF2-AS1 downregulated
1807 -0.663722411412813 0.0265546755524936 0.00394736681755009 C5orf15 downregulated
1808 -0.398007051876184 0.0265566045891298 0.00395012936390777 SELENOW downregulated
1809 -0.173240241432275 0.0265789127914229 0.00395964225429485 SNRNP200 downregulated
1810 -0.626244452789776 0.0265789127914229 0.00395783722506777 IBTK downregulated
1811 -1.19994797152291 0.0265789127914229 0.00395746708619582 SLC25A21-AS1 downregulated
1812 -0.395629785279685 0.0267169533075585 0.00398269783608689 COQ6 downregulated
1813 -0.402451605395304 0.0267717929800705 0.00399461657247031 CUL4B downregulated
1814 -0.529120571005258 0.0269747598462217 0.00402993079322895 TM2D1 downregulated
1815 -1.4939928058101 0.0271080885393789 0.00405546371967081 DMRTA2 downregulated
1816 -0.51503483232627 0.0271080885393789 0.00405569744168067 RMRP downregulated
1817 -0.938114153746872 0.0271213337465623 0.00406009476149684 ALCAM downregulated
1818 -1.74059764911841 0.0271213337465623 0.00406067794685862 LOC101929719 downregulated
1819 -0.495943494021947 0.0271230207239631 0.00406219482525024 IMP3 downregulated
1820 -0.993409121910504 0.0271244587124287 0.00406367455841821 TSSC2 downregulated
1821 -0.268404085909395 0.0271629163160817 0.00407070227735994 ZNF174 downregulated
1822 -0.621845460866652 0.0271711143729458 0.00407427223877165 PTBP2 downregulated
1823 -0.736029893049677 0.0271711143729458 0.00407446394153576 TMEM151A downregulated
1824 -1.40953914873194 0.027172013262325 0.00407586531851777 NEUROD6 downregulated
1825 -0.550121201530455 0.0272213416526015 0.00408453357477855 AKAP11 downregulated
1826 -1.82454805233808 0.0272248121644076 0.00408759241045807 LIF downregulated
1827 -0.842726015170152 0.0273217519538886 0.00410469428739024 TMEM87A downregulated
1828 -0.437137342602613 0.027339154223297 0.00411065901935509 RNASEH1 downregulated
1829 -0.902943997934175 0.027339154223297 0.0041124062219074 C4orf36 downregulated
1830 -0.465317147093665 0.027339154223297 0.00411121762464804 TAOK1 downregulated
1831 -0.472610436194735 0.0273544578914481 0.00411892357255369 SUMO1 downregulated
1832 -0.454305880971671 0.0273635570424965 0.00412245449873438 YRDC downregulated
1833 -0.486396917274534 0.0273743969327698 0.00412663961593146 C12orf29 downregulated
1834 -0.372447776748819 0.0273885379237486 0.00413260137319601 BCAS3 downregulated
1835 -0.537745514785597 0.0273885379237486 0.00413237816291958 IMPACT downregulated
1836 -0.365658606315152 0.0273916185516955 0.00413434302290542 NDUFAF3 downregulated
1837 -1.14102851857551 0.0274234274304579 0.00414042238601841 ALOX12B downregulated
1838 -0.385865475660541 0.0274732507897302 0.00414922540244842 MRPL9 downregulated
1839 -1.02006655141154 0.0275968239390223 0.00417303392803749 LINC01461 downregulated
1840 -0.434802116707871 0.0276411412080504 0.00418563031734722 TBCA downregulated
1841 -0.310409359152644 0.0276892503123203 0.00419733566473992 PRCC downregulated
1842 -0.500185916258044 0.0276892503123203 0.00419717537072206 ZNF136 downregulated
1843 -1.05544557326593 0.0276955877833804 0.00419958733320918 LOC102724691 downregulated
1844 -0.557306638665156 0.0278200334724297 0.00422364466600026 EIF1AX downregulated
1845 -0.420996739784816 0.0278548304194842 0.00423312024717221 ZNF436 downregulated
1846 -1.15276839804117 0.0278881965595397 0.00424055370402327 LOC100506022 downregulated
1847 -0.713978628684254 0.0278881965595397 0.00424179300674861 SMC2 downregulated
1848 -0.538261415556438 0.0279463417208248 0.00425324223737906 MRPL13 downregulated
1849 -0.504189819606017 0.0279480437313707 0.00425480402865131 CAND1 downregulated
1850 -0.54984112435105 0.0280491822024775 0.0042754312125158 PPIB downregulated
1851 -0.332169176619766 0.0281493719479221 0.00429201489962491 ZNF629 downregulated
1852 -1.35018707888601 0.0281572616768131 0.00429715539690887 NINJ2 downregulated
1853 -0.511946611260842 0.0282210099023511 0.00430951514660431 CNIH1 downregulated
1854 -0.416789362315643 0.0283752798349353 0.00434718334163262 MSH2 downregulated
1855 -0.555491860979291 0.0283752798349353 0.00434762246853272 LMAN1 downregulated
1856 -0.504649852778894 0.0284327498962864 0.00435907865608008 WDR75 downregulated
1857 -0.393265498939552 0.0284430245332646 0.00436463136920277 ATMIN downregulated
1858 -0.677683172640743 0.0284520944106823 0.00436734941007677 MDH1B downregulated
1859 -1.47890259128928 0.0284754109387519 0.00437225579789534 CD9 downregulated
1860 -0.429185823773938 0.028481266089707 0.00437448243908006 SLC35E3 downregulated
1861 -0.41928040082881 0.0285031707055558 0.00438050407011688 PPIL1 downregulated
1862 -1.49574209164363 0.0285031707055558 0.00438017634818396 MAS1 downregulated
1863 -0.965839784816192 0.0285109889538783 0.004383874484494 CXCL2 downregulated
1864 -0.412954981924253 0.028583790232065 0.00439822363100948 PDHX downregulated
1865 -0.560562495682527 0.0285964924452018 0.004401511119846 GRHPR downregulated
1866 -0.450614067363589 0.0286278428631323 0.00440828617241039 SCAND1 downregulated
1867 -1.08608791003843 0.0286805988297045 0.0044184673067717 LINC00238 downregulated
1868 -0.474347471141388 0.028834843852234 0.00444626222268169 NUDCD2 downregulated
1869 -0.450082301530018 0.0288379609435444 0.00444808710959719 JAGN1 downregulated
1870 -0.703397976932653 0.0289337145322148 0.00446690264907917 AHR downregulated
1871 -0.373984002521682 0.0289337145322148 0.00446679221462573 USP7 downregulated
1872 -1.43606457812853 0.0289883361837124 0.00447803785544319 NIPAL4 downregulated
1873 -0.484714750276255 0.0291557574437685 0.00450933683859712 SDE2 downregulated
1874 -0.75234285362858 0.0291557574437685 0.00450843904020191 FAM177A1 downregulated
1875 -0.670148786499202 0.0291783990977049 0.00451555889639586 IGSF11 downregulated
1876 -0.369202155566554 0.0292466198301196 0.00453369609457728 FBXW11 downregulated
1877 -0.258572514512211 0.0292466198301196 0.00453286687119317 CRCP downregulated
1878 -0.552069157905493 0.0292878826899739 0.00454205871950512 MRPL1 downregulated
1879 -0.923854468265846 0.0293219569036799 0.00455233718016978 GCA downregulated
1880 -0.537885852212612 0.0293219569036799 0.00455093417476799 EIF1B downregulated
1881 -0.534651969259675 0.0293219569036799 0.00455281025712757 CYB5B downregulated
1882 -1.48987528950633 0.0293219569036799 0.00455148116784443 CNP downregulated
1883 -0.530699764325707 0.0293280553260403 0.00455785840940746 OXSM downregulated
1884 -0.43826749358093 0.0293418959114053 0.00456137709712099 MTR downregulated
1885 -1.0139233566185 0.029343664228067 0.00456432060085364 C8orf4 downregulated
1886 -0.643953624029584 0.0295332608254484 0.00460626908693192 LOC100132111 downregulated
1887 -0.55132640878453 0.0295955516836746 0.00462150273343168 COA7 downregulated
1888 -0.286755078040449 0.0295955516836746 0.0046202933214858 PTRH2 downregulated
1889 -0.350354441841552 0.0296068576926649 0.00462464830690906 IFT27 downregulated
1890 -0.452292517585414 0.0296306713498784 0.00462974923622768 SEC63 downregulated
1891 -1.31377125294244 0.0296406355967698 0.00463268778986477 CCNE2 downregulated
1892 -0.506667575447753 0.0296679492641318 0.00463833971155074 PDCD2L downregulated
1893 -0.604812968971905 0.0296797053788327 0.00464156115909121 GDAP1 downregulated
1894 -0.391164599914515 0.029718346232539 0.00465175997058062 MPHOSPH10 downregulated
1895 -0.372833470154812 0.0297201882633367 0.00465481902600155 ZDHHC4 downregulated
1896 -0.43598621112468 0.0297792602458295 0.00466684719836287 MPPE1 downregulated
1897 -1.06562591540531 0.0298185782825061 0.00467439886095502 LOC439933 downregulated
1898 -0.381493371003533 0.0298276857651969 0.00467721693535274 HNRNPC downregulated
1899 -0.55553631741199 0.0298470275325791 0.00468303242784978 TMEM5 downregulated
1900 -0.952954920955486 0.0298838334720265 0.00469071971824873 RNF141 downregulated
1901 -0.695090771978996 0.029925411678969 0.00469951577618267 DHRS11 downregulated
1902 -1.86183484298636 0.0299389884044309 0.00470443900206669 LINC01202 downregulated
1903 -0.980043448701405 0.029962710011253 0.00471390548187484 CPPED1 downregulated
1904 -0.881766396642266 0.029995171866061 0.00472165642994863 RAB33A downregulated
1905 -0.859200223527397 0.0300127846150224 0.00472582792288004 ZFHX4-AS1 downregulated
1906 -0.283901061203018 0.0300598293983844 0.00473463681243373 MRPL49 downregulated
1907 -0.4401601507247 0.0301038539070475 0.00474437747912776 WDR35 downregulated
1908 -0.620145175976921 0.0301879802958733 0.004761299433946 ZNF43 downregulated
1909 -0.659993994879794 0.0302214154621889 0.0047716676387222 PIK3IP1 downregulated
1910 -0.402371539018201 0.0302400924328997 0.00477712549550633 TSEN34 downregulated
1911 -0.924355437911196 0.0303003267168917 0.00479229052115852 APOB downregulated
1912 -0.988733994460384 0.0303010495613749 0.00479478751910297 PAK1 downregulated
1913 -0.898167714067032 0.0303197077916746 0.00479959575166769 AGA downregulated
1914 -0.269813714267648 0.0303245312806671 0.00480246210533798 MPV17 downregulated
1915 -0.621705575443244 0.0303245312806671 0.00480352056096233 BEX3 downregulated
1916 -0.619285868011028 0.0303568737844293 0.00481113927502258 IMMP1L downregulated
1917 -0.474427110113702 0.0303619665729972 0.00481404610529768 ZC3H15 downregulated
1918 -0.394994378242731 0.0304744041500025 0.00483828930848406 DHX29 downregulated
1919 -0.56272096030365 0.0305008155246631 0.00484390427877346 AP3M2 downregulated
1920 -0.46677971065492 0.0305309329550644 0.00485161923976597 TRMT1L downregulated
1921 -0.454028434166928 0.0305309329550644 0.00485295676020928 PAK1IP1 downregulated
1922 -0.246416827600721 0.0306136715711967 0.00486753525051749 DRG2 downregulated
1923 -0.613567849210193 0.0306393903422025 0.00487328730033099 RAB39B downregulated
1924 -0.862448449273937 0.0306829251707494 0.00488283720379148 TRIM36 downregulated
1925 -0.465942987254434 0.030699521341519 0.00488690930784913 UBE2E4P downregulated
1926 -0.327571450443472 0.03071692261155 0.00489397480474889 TCEAL4 downregulated
1927 -0.55127321488741 0.0307221394883122 0.00489745558612934 LGI2 downregulated
1928 -0.537356207318385 0.0307674894864106 0.00490776809875063 MMGT1 downregulated
1929 -1.14351268661967 0.0308667380157078 0.00492791580216283 PRKCQ downregulated
1930 -0.799737099697671 0.0308945574211995 0.00493523741586028 RAD51AP1 downregulated
1931 -0.60148771354481 0.0309284358756438 0.00494497436505189 ARL6IP1 downregulated
1932 -0.937279270274859 0.0309305952190433 0.0049482031786583 MAGT1 downregulated
1933 -0.345038078106642 0.030931977352162 0.00494986613760183 PHB downregulated
1934 -0.48842493397338 0.0309441205862439 0.00495613659321933 DDX21 downregulated
1935 -0.438695048140598 0.0309441205862439 0.00495546289511495 MORF4L1 downregulated
1936 -0.450347385065282 0.031143104823284 0.00499526517022888 NUP155 downregulated
1937 -0.418064713750778 0.0311597521878532 0.00499938782597262 PFDN2 downregulated
1938 -0.393211633741967 0.0311727137637746 0.00500292050010143 PSTK downregulated
1939 -0.627315729370986 0.0311775811498434 0.00500588186360838 ARHGEF2 downregulated
1940 -0.267797037593949 0.0311775811498434 0.00500776129221176 NFX1 downregulated
1941 -0.331555136015814 0.0311804732218213 0.00500997954577998 SYNDIG1 downregulated
1942 -0.312130333474693 0.0312431911029323 0.00502296956668128 APTX downregulated
1943 -0.360882890331432 0.0312623920598106 0.00502897100631176 PAIP1 downregulated
1944 -0.29121450774316 0.0313003019270976 0.0050365283294803 CCAR2 downregulated
1945 -0.911015665661404 0.0314653666094089 0.00507188914069529 FAM21EP downregulated
1946 -0.415914114449628 0.0315427164076773 0.00509458017255838 EIF1 downregulated
1947 -0.383957961946503 0.0315427164076773 0.00509323118917924 SNRPD2 downregulated
1948 -0.622881928075408 0.0315427164076773 0.00509464934287054 URB1-AS1 downregulated
1949 -1.06344900628673 0.0315841780158943 0.00510429055055729 ALG1L downregulated
1950 -0.409521441561049 0.0316099260164124 0.00511287201216384 GNAI2 downregulated
1951 -1.0085702545174 0.0316391695466432 0.00512176614669925 CETN4P downregulated
1952 -0.40953971625929 0.0316391695466432 0.00512254848422144 NDUFC1 downregulated
1953 -0.614269576947015 0.0316391695466432 0.00512009489747141 LRRTM2 downregulated
1954 -0.365088208035154 0.0316473225378874 0.00512629682651185 IFT43 downregulated
1955 -0.333160470067398 0.0317379416999589 0.00514393433509332 FAM131B downregulated
1956 -1.15434938488601 0.0317471392171877 0.00514690487099141 LINC00467 downregulated
1957 -0.756189447369689 0.0317636522707987 0.00515254322949607 PPP2R3A downregulated
1958 -0.463715563502585 0.0317636522707987 0.00515228775391894 CHCHD7 downregulated
1959 -0.496559243755969 0.0318011200836399 0.00516010343593672 GFM2 downregulated
1960 -0.418738604591599 0.0318280932863556 0.00516596377304294 GOLGA5 downregulated
1961 -0.693277417403396 0.031882877796026 0.00517931427395473 ELMO1 downregulated
1962 -0.247678405363521 0.031882877796026 0.00517798292037684 COG8 downregulated
1963 -0.375652854961292 0.0319085390824994 0.00518497027183112 NF1 downregulated
1964 -0.922871579828929 0.031927319821567 0.0051918503770899 NAP1L5 downregulated
1965 -0.54400695727519 0.031927319821567 0.00519248677842014 TMEM60 downregulated
1966 -0.224826941807144 0.0319520363649491 0.00519948533771674 NRDC downregulated
1967 -0.477780405899651 0.0319541744050966 0.00520132275311599 ADPRHL2 downregulated
1968 -0.59038930422515 0.0319680501636992 0.00520507151548973 SVIP downregulated
1969 -0.659475470856901 0.0320452673783615 0.00522063158939885 STAMBP downregulated
1970 -0.257456496712281 0.0323216754931569 0.00527168892698253 PQBP1 downregulated
1971 -0.797301581555521 0.0324860626482212 0.0053000148822437 SNCA downregulated
1972 -0.4279279018633 0.0327279643791755 0.00534253163920536 ORC2 downregulated
1973 -0.528262342233046 0.0328066022407763 0.00536454391743081 RBMX downregulated
1974 -0.461420525993125 0.0328409882301441 0.00537782089462995 UHRF1BP1L downregulated
1975 -0.287197740948381 0.0328938702968251 0.00539012424743616 TRIM27 downregulated
1976 -1.50563384324034 0.0329126695657221 0.0053966308355772 CLDND1 downregulated
1977 -0.335898695046163 0.0329126695657221 0.00539722982949751 TSPAN3 downregulated
1978 -0.288149395758568 0.0329245365731877 0.00540224531476347 RAB11B downregulated
1979 -0.463721376501607 0.032934030970576 0.00540830834592991 NUP43 downregulated
1980 -0.4407431446018 0.032934030970576 0.00540994383724001 UBE2G1 downregulated
1981 -0.266366808854687 0.0329441541685621 0.00541314237841707 POLR1A downregulated
1982 -0.60505127615519 0.0329871862796473 0.00542482604738712 NIPBL-AS1 downregulated
1983 -0.423480435049521 0.0330047584915163 0.00543022732478188 MTDH downregulated
1984 -0.275208874520573 0.0330274337100119 0.00543606341444329 TAF10 downregulated
1985 -0.30347981587588 0.0330468233045111 0.00544387608064804 TMEM248 downregulated
1986 -0.413106372370874 0.0330837934907442 0.00545266237593228 MRPS10 downregulated
1987 -0.312961373610547 0.0331665948409082 0.00546979035785826 MTIF3 downregulated
1988 -0.336619802651888 0.0332709269646208 0.00549009842235388 PEMT downregulated
1989 -0.341324578583602 0.0334030750436865 0.00551968960191435 LAMTOR4 downregulated
1990 -2.08563848699139 0.0334278368443405 0.00552533955391001 NPAS4 downregulated
1991 -0.947329350047042 0.0335547788663969 0.0055510143195284 LURAP1L downregulated
1992 -0.554862565714457 0.0336923646906932 0.00557691637610831 TMEM117 downregulated
1993 -0.370026521664327 0.0337028014816569 0.00558178593503598 SH3KBP1 downregulated
1994 -0.660406085222681 0.033835985372202 0.0056117296394115 EID2 downregulated
1995 -0.543202908433798 0.0338456223351872 0.00561598348170322 EPM2AIP1 downregulated
1996 -0.472415975224876 0.0338456223351872 0.00561806093020098 MEA1 downregulated
1997 -0.547793881438034 0.0338715647605293 0.00562552487958635 AIMP1 downregulated
1998 -0.707599636949546 0.0338889620608286 0.00563157366087979 TMEFF2 downregulated
1999 -0.519264829725069 0.0338889620608286 0.00563157203352983 EPB41L3 downregulated
2000 -0.495718476657795 0.033890508422617 0.00563436276823001 PDCL downregulated
2001 -0.510378220558495 0.033890508422617 0.00563499014326551 ZNF711 downregulated
2002 -0.493227453753341 0.0339002139683921 0.00563818409729282 PHF7 downregulated
2003 -0.53625849156897 0.0339104379910448 0.00564146521186029 REPS2 downregulated
2004 -0.566176465929752 0.0339705320853691 0.00565462965910843 SLC45A1 downregulated
2005 -0.464100857257956 0.0340031914792813 0.00566165104945662 MLH1 downregulated
2006 -1.79123667942678 0.0340191823471937 0.00566748509340746 LOC101927641 downregulated
2007 -3.02911783489755 0.0340191823471937 0.00566634289252552 CPB1 downregulated
2008 -0.250338052612674 0.0340342696245253 0.005671585042077 KCTD10 downregulated
2009 -0.748516047475124 0.0342491599692897 0.00571697393604747 FAT4 downregulated
2010 -0.415972537582879 0.0342873870614008 0.00572495317456476 IARS2 downregulated
2011 -0.872369542291885 0.0343350236033094 0.00573450750807148 ZNF367 downregulated
2012 -0.495941933592346 0.0343485125373347 0.00574008528028355 RPL26L1 downregulated
2013 -0.368057828669113 0.0343862527508659 0.0057494750672333 CIR1 downregulated
2014 -0.491468707879426 0.034389073274953 0.00575154966254283 VMP1 downregulated
2015 -0.381896803736233 0.0344201513255449 0.00575835189052257 TMEM62 downregulated
2016 -0.903675931042617 0.0344675933766624 0.00576950206570618 BEX1 downregulated
2017 -0.498236008368083 0.0345093174010058 0.00577809481678146 DNAJC19 downregulated
2018 -0.384065187761277 0.0345398816258491 0.00578640091065282 TNKS downregulated
2019 -0.822382059653497 0.0345398816258491 0.00578801980608256 FAR1 downregulated
2020 -1.03127546815112 0.0345663881571777 0.00579890908670173 SAMD13 downregulated
2021 -0.399179573462356 0.0345663881571777 0.0057989293328524 ODC1 downregulated
2022 -1.05293796621132 0.0345910954907 0.00580474693048634 COLEC10 downregulated
2023 -0.524503643204849 0.0345933441896135 0.00580919133840387 SPAST downregulated
2024 -0.3647130017129 0.0346870431151034 0.00583210574354066 SEC22B downregulated
2025 -0.42704528642139 0.0346870431151034 0.00583074323061974 VPS50 downregulated
2026 -1.31304401538328 0.0347299398809735 0.00584255596095806 PRKCQ-AS1 downregulated
2027 -0.352922317488316 0.0347774926515802 0.00585217678050643 ACAT1 downregulated
2028 -0.378269809024908 0.0347858812373153 0.00585682762909844 PLBD2 downregulated
2029 -0.910067055626999 0.0349114573551971 0.00588611109186351 ZNF664-FAM101A downregulated
2030 -0.395639552809793 0.0349896355441264 0.00590255400336519 CLPTM1 downregulated
2031 -0.277900696025564 0.0350402512197368 0.00591435928153018 FAF1 downregulated
2032 -0.407549371446467 0.0350402512197368 0.00591418551573954 DARS downregulated
2033 -1.4799457894591 0.0351234715656882 0.00593014333535835 LOC101929497 downregulated
2034 -0.245787139884027 0.0351234715656882 0.00593168030030711 ACOX1 downregulated
2035 -0.465918221646409 0.0351556922573719 0.00593876048761086 WDR36 downregulated
2036 -0.414263100723064 0.035163364302691 0.00594169559489372 ZPR1 downregulated
2037 -0.596762485165141 0.0351668780465254 0.00594556783082775 ATP5J downregulated
2038 -0.443263023037724 0.035206473389146 0.00595544345595554 RHOA downregulated
2039 -0.66541437308494 0.035206473389146 0.00595683148198478 GPM6B downregulated
2040 -0.484624796953566 0.035206473389146 0.00595718540076447 SSSCA1 downregulated
2041 -0.642876783586417 0.0352352529390741 0.00596369754448227 ETFRF1 downregulated
2042 -0.316959521745817 0.0354084006940295 0.00600950855017767 COG3 downregulated
2043 -0.320172696375736 0.0354084006940295 0.00600888948142362 GPHN downregulated
2044 -0.252130810092702 0.0354084006940295 0.00600857992865696 PSME3 downregulated
2045 -0.855454128991875 0.0354264959992967 0.00601588239059516 ATP6V1B2 downregulated
2046 -0.723821825634802 0.0355074710673182 0.00603459840168937 VLDLR downregulated
2047 -0.855299739925706 0.0355577364960101 0.00604645610112547 PKN2-AS1 downregulated
2048 -0.385109658791871 0.0355612299699689 0.00604870778727528 PRPF6 downregulated
2049 -0.96458478303298 0.0355914286999171 0.00605550341465984 ARL4D downregulated
2050 -0.619468947114583 0.0357186800292405 0.00608214879722256 WDR54 downregulated
2051 -0.267401406850708 0.0357970725690367 0.00609883467299815 RPN2 downregulated
2052 -0.703539615792101 0.0358481549562493 0.00611255073089824 LAMP1 downregulated
2053 -0.456194935692303 0.0359566108781101 0.00613607199108568 XPO4 downregulated
2054 -0.438931886551305 0.0359812591827413 0.0061462813912053 RBM8A downregulated
2055 -1.73730716545569 0.0359812591827413 0.00614196621611376 EVA1A downregulated
2056 -0.570328610044519 0.0360127997940682 0.00615741153426757 YIPF4 downregulated
2057 -1.25521604045585 0.0360410078133271 0.00616727449227259 TGFA downregulated
2058 -0.419015846269243 0.0360531844365929 0.00617103870093549 COX11 downregulated
2059 -0.321094642696261 0.0361033280128111 0.00619055700182381 PIK3R4 downregulated
2060 -0.683615891153676 0.0361033280128111 0.00619140184399068 RFC3 downregulated
2061 -0.573695017422546 0.0361194795290255 0.00619585534269397 ANKMY2 downregulated
2062 -0.513530423189254 0.0361976383034384 0.00621263712456348 MON2 downregulated
2063 -0.618949005726233 0.0362178135057124 0.00621778805488924 TUBB4B downregulated
2064 -0.382074991936471 0.0362179647390699 0.00621950226535838 UBB downregulated
2065 -0.526505796922138 0.0362538031626607 0.00622734650885212 PRNP downregulated
2066 -2.16801673083736 0.0363122540812 0.00624754252615994 HJURP downregulated
2067 -0.290384407882794 0.0363122540812 0.0062450326407934 GARNL3 downregulated
2068 -0.430542674049155 0.036332760025024 0.00625276418274315 TECPR2 downregulated
2069 -0.549635820741323 0.0363492097817153 0.00625728950374655 DNM3 downregulated
2070 -0.619209265280896 0.0363519081770407 0.00625944850631559 KCTD3 downregulated
2071 -0.433560599063643 0.036384284243109 0.00626671935292443 RPE downregulated
2072 -0.753560330851237 0.0363907698063375 0.00626953270890893 DYNC1I1 downregulated
2073 -0.342656156776936 0.0364309629787634 0.00628155186027343 MRFAP1L1 downregulated
2074 -0.516793858815004 0.0365670161282655 0.0063118286823739 DAD1 downregulated
2075 -0.712494921719954 0.0365987230669155 0.00632003966708371 SCARNA10 downregulated
2076 -0.321917232851654 0.0366019926714592 0.00632676230586721 ADIPOR1 downregulated
2077 -0.480575628949958 0.0366019926714592 0.0063280922956308 SRPK2 downregulated
2078 -0.462404717723872 0.0366019926714592 0.00632810286759159 LOC100287015 downregulated
2079 -0.928620386787393 0.0366045778724491 0.00633196235886163 VWA8-AS1 downregulated
2080 -0.661070917265703 0.0366045778724491 0.00633111275073755 PNPLA3 downregulated
2081 -0.513402963089429 0.0366839707907396 0.00635424581449627 CCDC58 downregulated
2082 -0.629450876699194 0.0369061255962632 0.00639444687648861 FABP3 downregulated
2083 -0.307628208463618 0.0370006161280897 0.00641254326967032 TCTN3 downregulated
2084 -0.383156728902311 0.0370718073033193 0.0064300654908708 CALU downregulated
2085 -0.712035167263445 0.0370853776150027 0.00643414792723815 IPO13 downregulated
2086 -0.334783707494399 0.0371049189071895 0.00644099743673955 C14orf1 downregulated
2087 -0.346810545524479 0.037149907006502 0.00645400193041687 INCA1 downregulated
2088 -0.700839970733886 0.0372109392957677 0.0064698085849631 UEVLD downregulated
2089 -1.21406904242222 0.0372476151799471 0.00648037423298066 HSPB3 downregulated
2090 -0.384823292157047 0.0372750116219855 0.00648852210164451 MED4 downregulated
2091 -0.205824502174898 0.0372964992883138 0.00649511589713049 TMUB2 downregulated
2092 -0.429370701474556 0.0374043486102643 0.00651564120433308 CSNK2A3 downregulated
2093 -0.564579625469328 0.0374086059067743 0.00651869151390813 CH17-340M24.3 downregulated
2094 -0.585279540007485 0.0374086059067743 0.00651987029718123 USMG5 downregulated
2095 -0.371282077533141 0.0375265487487987 0.00655309679752625 LCMT2 downregulated
2096 -0.297639890246589 0.0375265487487987 0.00655515647844536 MCOLN1 downregulated
2097 -0.33783577265199 0.0375395012439789 0.00656490241256495 SEC23IP downregulated
2098 -0.527388253606167 0.0375810205678062 0.00657444507486023 SLC20A2 downregulated
2099 -0.788339344547124 0.0375843366794009 0.00657877789604716 GJC3 downregulated
2100 -1.50683032846886 0.0377164369617359 0.00660516728034502 LINC00460 downregulated
2101 -0.611621472462007 0.0377184185388888 0.00660727249658063 PIGW downregulated
2102 -0.327578789959404 0.0377814688899982 0.00662536176591494 SGTA downregulated
2103 -0.7666642510551 0.0377959945701859 0.00663092823292213 CHML downregulated
2104 -0.424215257300003 0.0377959945701859 0.00663143259973803 ATG12 downregulated
2105 -0.305506914809742 0.0378089623689097 0.00663547025213001 TMEM203 downregulated
2106 -0.500364551794267 0.0378454720151637 0.00664364180343572 TRAPPC6B downregulated
2107 -0.370352375108576 0.0378899600819676 0.00665321771448151 HDAC2 downregulated
2108 -0.599570230848611 0.0379133235483081 0.00665908745303803 SEMA7A downregulated
2109 -0.405753649578323 0.037928307899057 0.00666525524539435 SH3GLB2 downregulated
2110 -0.652207302287615 0.0379603020301692 0.00667264713353694 ACTN2 downregulated
2111 -0.417949922056755 0.0380426228124546 0.00669598395281912 COX7A2L downregulated
2112 -1.10511924002155 0.0380518841272703 0.0066993877941873 JAM3 downregulated
2113 -0.617804867854867 0.0381365076551953 0.00672100044519277 CMAS downregulated
2114 -0.291534777871063 0.0381365076551953 0.00672139726118928 TMEM11 downregulated
2115 -0.640848695626174 0.0382460903595222 0.0067443026041675 WDR47 downregulated
2116 -0.430314299396875 0.0382792917319785 0.00676044970443511 KIAA2013 downregulated
2117 -0.310863581805558 0.0382792917319785 0.00675735634263064 ZBTB9 downregulated
2118 -0.482439929928089 0.0382792917319785 0.00675559061581516 PFDN6 downregulated
2119 -1.34351163472461 0.0382867884665734 0.00676394575529359 HAPLN2 downregulated
